Date,Time,ID,Fish,Length,Camera,Tide,Tide_Height,TAST,Salmon5day,Salmon3day
10/25/20,15:28,198,,120,2,HH,8.7,OFF,N/A,N/A
10/25/20,15:30,198,,120,2,HH,8.7,OFF,N/A,N/A
10/25/20,15:31,39,,120,2,HH,8.7,OFF,N/A,N/A
10/25/20,15:33,39,,120,2,HH,8.7,OFF,N/A,N/A
10/25/20,15:45,198,,120,2,HH,8.7,OFF,N/A,N/A
10/27/20,16:15,83,,120,1,HH,8.4,ON,2.00,2.00
10/27/20,16:44,83,,120,1,HH,8.4,ON,2.00,2.00
10/29/20,15:37,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:37,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:39,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:39,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:40,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:42,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:42,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:44,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:45,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:46,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:46,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:48,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:49,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:51,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:51,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:52,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:53,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:54,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:55,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:57,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,15:58,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:00,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:00,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:01,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:01,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:03,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:04,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:10,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:11,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:11,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:11,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:12,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:13,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:13,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:14,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:14,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:15,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:17,122,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:17,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:18,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:18,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:18,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:18,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:20,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:21,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:21,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:21,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:22,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:22,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:23,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:24,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:24,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:24,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:25,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:25,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:25,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:28,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:28,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:29,17,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:34,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:35,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:38,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:42,102,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:42,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:43,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:43,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:44,17,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:44,102,Y,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:50,117,Y,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:51,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:53,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:54,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:54,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:56,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:58,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,16:59,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:03,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:03,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:04,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:07,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:07,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:08,12,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:08,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:09,12,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:09,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:09,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:09,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:11,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:11,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:11,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:12,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:13,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:13,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:14,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:14,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:14,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:15,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:16,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:16,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:17,17,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:17,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:17,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:18,17,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:18,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:19,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:19,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:19,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:20,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:20,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:20,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:21,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:22,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:22,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:22,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:22,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:23,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:23,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:23,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:24,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:24,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:24,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:24,235,Y,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:25,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:25,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:25,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:26,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:26,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:26,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:27,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:28,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:28,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:28,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:29,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:30,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:30,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:30,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:30,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:32,83,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:32,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:33,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:33,198,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:33,200,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:33,235,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:34,117,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:34,163,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:35,166,,120,2,HH,8.1,OFF,3.50,3.50
10/29/20,17:36,198,,120,2,HH,8.1,OFF,3.50,3.50
10/30/20,11:08,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:09,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:18,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:40,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:44,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:48,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:49,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:51,200,,120,2,HL,3.9,OFF,3.50,3.50
10/30/20,11:55,200,,120,2,HL,3.9,OFF,3.50,3.50
10/31/20,11:45,166,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,11:48,166,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:08,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:10,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:12,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:13,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:15,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:16,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:19,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:22,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:25,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:27,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:28,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:28,198,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:30,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:31,198,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:32,198,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:33,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:34,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:35,198,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:36,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:37,173,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:38,198,,120,2,HL,4.5,OFF,9.67,6.00
10/31/20,12:39,173,,120,2,HL,4.5,OFF,9.67,6.00
